symbol,instrument_type,security_type,market_status,total_volume,aum_size,average,change,eps,exchange,exercise_price,exercise_ratio,high,implied_volatility,inav,intrinsic_value,last,last_trading_date,low,maturity_date,moneyness,pbv,pe,percent_change,percent_yield,theoretical,to_last_trade,underlying,underlying_price,updated_at,shares_outstanding
MILL,STOCK,CS,Suspend,0,NULL,NULL,NULL,-0.855,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.47,0,NULL,0,NULL,NULL,NULL,NULL,49:15.9,
MINT,STOCK,CS,Open1,0,NULL,NULL,NULL,1.06,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.78,20.12,NULL,2.180000067,NULL,NULL,NULL,NULL,49:18.1,
MIPF,STOCK,CS,Open1,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.93,NULL,NULL,6.090000153,NULL,NULL,NULL,NULL,49:20.3,
MIT,STOCK,CS,Open1,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,49:22.5,
MITSIB,STOCK,CS,Open1,0,NULL,NULL,NULL,0.01,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.69,68.72,NULL,2.5,NULL,NULL,NULL,NULL,49:24.7,
MJD,STOCK,CS,Open1,0,NULL,NULL,NULL,-0.3474,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.14,0,NULL,0,NULL,NULL,NULL,NULL,49:26.9,
MJLF,STOCK,CS,Open1,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.38,NULL,NULL,14.68000031,NULL,NULL,NULL,NULL,49:29.1,
MK,STOCK,CS,Open1,0,NULL,NULL,NULL,-0.75,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.36,0,NULL,0,NULL,NULL,NULL,NULL,49:31.2,
ML,STOCK,CS,Open1,0,NULL,NULL,NULL,-0.078,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.19,0,NULL,0,NULL,NULL,NULL,NULL,49:33.4,
MNIT,STOCK,CS,Open1,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.39,NULL,NULL,6.5,NULL,NULL,NULL,NULL,49:35.6,
MNIT2,STOCK,CS,Open1,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.56,NULL,NULL,6.590000153,NULL,NULL,NULL,NULL,49:37.8,
MNRF,STOCK,CS,Open1,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.3,NULL,NULL,6.260000229,NULL,NULL,NULL,NULL,49:40.0,
MODERN,STOCK,CS,Open1,0,NULL,NULL,NULL,0.18599,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.69,11,NULL,8.180000305,NULL,NULL,NULL,NULL,49:42.2,
MONO,STOCK,CS,Open1,0,NULL,NULL,NULL,-0.22953,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,11.19,0,NULL,0,NULL,NULL,NULL,NULL,49:44.4,
MOONG,STOCK,CS,Open1,0,NULL,NULL,NULL,0.10415,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.61,17.88,NULL,9.869999886,NULL,NULL,NULL,NULL,49:46.6,
MORE,STOCK,CS,Open1,0,NULL,NULL,NULL,-0.0252,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.14,0,NULL,0,NULL,NULL,NULL,NULL,49:48.8,
MOSHI,STOCK,CS,Open1,0,NULL,NULL,NULL,1.58,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6.01,26.78,NULL,1.889999986,NULL,NULL,NULL,NULL,49:51.0,
MOTHER,STOCK,CS,Open1,0,NULL,NULL,NULL,0.11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.06,11.44,NULL,0,NULL,NULL,NULL,NULL,49:53.2,
MPJ,STOCK,CS,Open1,0,NULL,NULL,NULL,0.64097,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.94,6.48,NULL,9.260000229,NULL,NULL,NULL,NULL,49:57.5,
MSC,STOCK,CS,Open1,0,NULL,NULL,NULL,0.71077,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.21,10.76,NULL,6.539999962,NULL,NULL,NULL,NULL,49:59.7,
MST,STOCK,CS,Open1,0,NULL,NULL,NULL,0.81,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.92,10.13,NULL,7.929999828,NULL,NULL,NULL,NULL,50:01.9,
MTC,STOCK,CS,Open1,0,NULL,NULL,NULL,2.7676,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2.52,15.9,NULL,0.569999993,NULL,NULL,NULL,NULL,50:06.3,
MTI,STOCK,CS,Open1,0,NULL,NULL,NULL,12.78576,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.98,8.45,NULL,7.409999847,NULL,NULL,NULL,NULL,50:08.5,
MTW,STOCK,CS,Open1,0,NULL,NULL,NULL,-0.02925,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.09,0,NULL,0,NULL,NULL,NULL,NULL,50:10.7,
MUD,STOCK,CS,Open1,0,NULL,NULL,NULL,-0.29074,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.76,0,NULL,0,NULL,NULL,NULL,NULL,50:13.0,
MVP,STOCK,CS,Open1,0,NULL,NULL,NULL,-0.187,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.3,0,NULL,0,NULL,NULL,NULL,NULL,50:15.2,
NAM,STOCK,CS,Open1,0,NULL,NULL,NULL,0.25838,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.44,16.49,NULL,3.519999981,NULL,NULL,NULL,NULL,50:17.5,
NAT,STOCK,CS,Open1,0,NULL,NULL,NULL,0.53,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.73,7.37,NULL,9.260000229,NULL,NULL,NULL,NULL,50:19.7,
NATION,STOCK,CS,Open1,0,NULL,NULL,NULL,-0.069,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6.61,0,NULL,0,NULL,NULL,NULL,NULL,50:21.9,
NC,STOCK,CS,Open1,0,NULL,NULL,NULL,0.08257,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.72,28.1,NULL,0.430000007,NULL,NULL,NULL,NULL,50:24.1,
NCAP,STOCK,CS,Open1,0,NULL,NULL,NULL,0.18,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.47,9.18,NULL,1.360000014,NULL,NULL,NULL,NULL,50:26.3,
NCH,STOCK,CS,Open1,0,NULL,NULL,NULL,-0.02704,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.27,0,NULL,0,NULL,NULL,NULL,NULL,50:28.5,
NCL,STOCK,CS,Open1,0,NULL,NULL,NULL,-0.509,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.71,0,NULL,0,NULL,NULL,NULL,NULL,50:30.8,
NCP,STOCK,CS,Open1,0,NULL,NULL,NULL,0.10246,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.1,12.61,NULL,6.239999771,NULL,NULL,NULL,NULL,50:33.0,
NDR,STOCK,CS,Open1,0,NULL,NULL,NULL,0.02165,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.69,79.8,NULL,2.650000095,NULL,NULL,NULL,NULL,50:35.2,
NEO,STOCK,CS,Open1,0,NULL,NULL,NULL,3.6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.8,9,NULL,4.460000038,NULL,NULL,NULL,NULL,50:37.5,
NEP,STOCK,CS,Open1,0,NULL,NULL,NULL,0.004,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.97,56.94,NULL,0,NULL,NULL,NULL,NULL,50:39.7,
NER,STOCK,CS,Open1,0,NULL,NULL,NULL,0.89429,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.05,5.41,NULL,7.440000057,NULL,NULL,NULL,NULL,50:41.9,
NETBAY,STOCK,CS,Open1,0,NULL,NULL,NULL,1.07958,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6.43,16.49,NULL,6.630000114,NULL,NULL,NULL,NULL,50:44.2,
NEW,STOCK,CS,Open1,0,NULL,NULL,NULL,4.36714,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2.35,27.02,NULL,1.529999971,NULL,NULL,NULL,NULL,50:46.3,
NEWS,STOCK,CS,Open1,0,NULL,NULL,NULL,-0.00173,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.65,0,NULL,0,NULL,NULL,NULL,NULL,50:48.6,
NEX,STOCK,CS,Open1,0,NULL,NULL,NULL,-1.38,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.15,0,NULL,0,NULL,NULL,NULL,NULL,50:50.8,
NFC,STOCK,CS,Open1,0,NULL,NULL,NULL,0.03849,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.82,34.03,NULL,0,NULL,NULL,NULL,NULL,50:53.0,
NKI,STOCK,CS,Open1,0,NULL,NULL,NULL,-0.37602,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.45,0,NULL,0,NULL,NULL,NULL,NULL,50:55.2,
NKT,STOCK,CS,Open1,0,NULL,NULL,NULL,0.58,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.24,10.26,NULL,4.019999981,NULL,NULL,NULL,NULL,50:57.3,
NL,STOCK,CS,Open1,0,NULL,NULL,NULL,0.01664,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.56,57.11,NULL,4.349999905,NULL,NULL,NULL,NULL,50:59.5,
NNCL,STOCK,CS,Open1,0,NULL,NULL,NULL,0.19,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.86,8.18,NULL,6.960000038,NULL,NULL,NULL,NULL,51:01.7,
NOBLE,STOCK,CS,Open1,0,NULL,NULL,NULL,0.31514,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.47,6.79,NULL,18.63999939,NULL,NULL,NULL,NULL,51:05.1,
NOVA,STOCK,CS,Open1,0,NULL,NULL,NULL,1.59,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.7,4.16,NULL,0,NULL,NULL,NULL,NULL,51:07.4,
NPK,STOCK,CS,Open1,0,NULL,NULL,NULL,-0.91245,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.26,0,NULL,0,NULL,NULL,NULL,NULL,51:09.6,
NRF,STOCK,CS,Open1,0,NULL,NULL,NULL,0.03916,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.28,13.28,NULL,0,NULL,NULL,NULL,NULL,51:11.8,
NSL,STOCK,CS,Open1,0,NULL,NULL,NULL,1.80336,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4.53,15.8,NULL,3.160000086,NULL,NULL,NULL,NULL,51:14.0,
NTSC,STOCK,CS,Open1,0,NULL,NULL,NULL,0.93,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.82,8.99,NULL,1.899999976,NULL,NULL,NULL,NULL,51:16.2,
NTV,STOCK,CS,Open1,0,NULL,NULL,NULL,2.25,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.68,12.86,NULL,4.71999979,NULL,NULL,NULL,NULL,51:18.4,
NV,STOCK,CS,Open1,0,NULL,NULL,NULL,-0.1779,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.35,0,NULL,0,NULL,NULL,NULL,NULL,51:20.7,
NVD,STOCK,CS,Open1,0,NULL,NULL,NULL,0.05554,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.45,28.95,NULL,0,NULL,NULL,NULL,NULL,51:22.9,
NWR,STOCK,CS,Suspend,0,NULL,NULL,NULL,-1.54073,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,NULL,0,NULL,NULL,NULL,NULL,51:25.1,
NYT,STOCK,CS,Open1,0,NULL,NULL,NULL,0.40178,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.14,8.21,NULL,12.72999954,NULL,NULL,NULL,NULL,51:27.3,
OCC,STOCK,CS,Open1,0,NULL,NULL,NULL,0.3196,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.53,28.47,NULL,0.879999995,NULL,NULL,NULL,NULL,51:29.5,
OGC,STOCK,CS,Open1,0,NULL,NULL,NULL,-4.52,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.11,0,NULL,0,NULL,NULL,NULL,NULL,51:31.7,
OHTL,STOCK,CS,Open1,0,NULL,NULL,NULL,27.82008,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.9,11.25,NULL,0,NULL,NULL,NULL,NULL,51:34.0,
OKJ,STOCK,CS,Open1,0,NULL,NULL,NULL,0.41018,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2.96,25.51,NULL,1.889999986,NULL,NULL,NULL,NULL,51:36.2,
ONEE,STOCK,CS,Open1,0,NULL,NULL,NULL,0.17681,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.87,14.48,NULL,6.639999866,NULL,NULL,NULL,NULL,51:38.4,
OR,STOCK,CS,Open1,10000,NULL,10,-0.9,0.63753,NULL,NULL,NULL,10,NULL,NULL,NULL,10,NULL,10,NULL,NULL,1.16,16.47,-8.26,3.809999943,NULL,NULL,NULL,NULL,51:40.5,
ORI,STOCK,CS,Open1,0,NULL,NULL,NULL,0.42858,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.32,5.88,NULL,0.829999983,NULL,NULL,NULL,NULL,51:42.7,
ORN,STOCK,CS,Open1,0,NULL,NULL,NULL,0.0937,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.42,7.36,NULL,2.900000095,NULL,NULL,NULL,NULL,51:44.9,
OSP,STOCK,CS,Open1,3000,NULL,20,4.3,0.54535,NULL,NULL,NULL,20,NULL,NULL,NULL,20,NULL,20,NULL,NULL,2.95,27.87,27.39,3.950000048,NULL,NULL,NULL,NULL,51:47.2,
PACO,STOCK,CS,Open1,0,NULL,NULL,NULL,0.1475,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.43,9.76,NULL,13.89000034,NULL,NULL,NULL,NULL,51:49.3,
PAF,STOCK,CS,Open1,0,NULL,NULL,NULL,-0.0101,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.64,0,NULL,0,NULL,NULL,NULL,NULL,51:51.5,
PANEL,STOCK,CS,Open1,0,NULL,NULL,NULL,0.10925,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.8,11.1,NULL,1.710000038,NULL,NULL,NULL,NULL,51:53.7,
PAP,STOCK,CS,Open1,0,NULL,NULL,NULL,-0.30874,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.57,0,NULL,0,NULL,NULL,NULL,NULL,51:55.9,
PATO,STOCK,CS,Open1,0,NULL,NULL,NULL,0.60369,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2.35,13.67,NULL,7.269999981,NULL,NULL,NULL,NULL,51:58.1,
PB,STOCK,CS,Open1,0,NULL,NULL,NULL,3.53463,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.98,15.49,NULL,3.650000095,NULL,NULL,NULL,NULL,52:00.3,
PCC,STOCK,CS,Open1,0,NULL,NULL,NULL,0.29133,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.99,8.99,NULL,8.020000458,NULL,NULL,NULL,NULL,52:02.4,
PCE,STOCK,CS,Open1,0,NULL,NULL,NULL,0.27962,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.71,14.35,NULL,4.599999905,NULL,NULL,NULL,NULL,52:04.6,
PCSGH,STOCK,CS,Open1,0,NULL,NULL,NULL,0.4143,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.03,8.5,NULL,7.099999905,NULL,NULL,NULL,NULL,52:07.0,
PDG,STOCK,CS,Open1,0,NULL,NULL,NULL,0.23765,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.25,10.94,NULL,9.229999542,NULL,NULL,NULL,NULL,52:09.2,
PDJ,STOCK,CS,Open1,0,NULL,NULL,NULL,-0.01601,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.44,0,NULL,5.75,NULL,NULL,NULL,NULL,52:11.3,
PEACE,STOCK,CS,Open1,0,NULL,NULL,NULL,0.13407,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.54,17.9,NULL,2.5,NULL,NULL,NULL,NULL,52:13.5,
PEER,STOCK,CS,Open1,0,NULL,NULL,NULL,-0.1651,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.14,0,NULL,0,NULL,NULL,NULL,NULL,52:15.7,
PERM,STOCK,CS,Open1,0,NULL,NULL,NULL,-0.4053,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.63,0,NULL,0,NULL,NULL,NULL,NULL,52:17.9,
PF,STOCK,CS,Open1,0,NULL,NULL,NULL,-0.1009,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.1,0,NULL,0,NULL,NULL,NULL,NULL,52:20.1,
PG,STOCK,CS,Open1,0,NULL,NULL,NULL,0.02039,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.5,362.97,NULL,2.700000048,NULL,NULL,NULL,NULL,52:22.3,
PHG,STOCK,CS,Open1,0,NULL,NULL,NULL,0.84,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2.03,16.53,NULL,3.599999905,NULL,NULL,NULL,NULL,52:24.5,
PHOL,STOCK,CS,Open1,0,NULL,NULL,NULL,0.32,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.48,8.94,NULL,7.929999828,NULL,NULL,NULL,NULL,52:26.7,
PICO,STOCK,CS,Open1,0,NULL,NULL,NULL,0.03734,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2.26,27.75,NULL,2.279999971,NULL,NULL,NULL,NULL,52:28.9,
PIMO,STOCK,CS,Open1,0,NULL,NULL,NULL,0.14989,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.85,8.25,NULL,6.059999943,NULL,NULL,NULL,NULL,52:31.1,
PIN,STOCK,CS,Open1,0,NULL,NULL,NULL,1.49459,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.51,4.11,NULL,12.35999966,NULL,NULL,NULL,NULL,52:33.2,
PIS,STOCK,CS,Open1,0,NULL,NULL,NULL,0.26,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3.87,27.93,NULL,0,NULL,NULL,NULL,NULL,52:35.4,
PJW,STOCK,CS,Open1,0,NULL,NULL,NULL,0.205,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.94,10.54,NULL,4,NULL,NULL,NULL,NULL,52:37.6,
PK,STOCK,CS,Open1,0,NULL,NULL,NULL,-0.31201,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.18,0,NULL,0,NULL,NULL,NULL,NULL,52:39.8,
PL,STOCK,CS,Open1,0,NULL,NULL,NULL,-0.17691,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.2,0,NULL,0,NULL,NULL,NULL,NULL,52:42.0,
PLANB,STOCK,CS,Open1,0,NULL,NULL,NULL,0.2449,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2.48,23.41,NULL,2.029999971,NULL,NULL,NULL,NULL,52:44.2,
PLANET,STOCK,CS,Open1,0,NULL,NULL,NULL,-0.09,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.93,0,NULL,0,NULL,NULL,NULL,NULL,52:46.5,
PLAT,STOCK,CS,Open1,0,NULL,NULL,NULL,0.14606,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.59,11.64,NULL,0,NULL,NULL,NULL,NULL,52:48.7,
PLE,STOCK,CS,Open1,0,NULL,NULL,NULL,-0.66768,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.25,0,NULL,0,NULL,NULL,NULL,NULL,52:50.9,
PLT,STOCK,CS,Open1,0,NULL,NULL,NULL,0.06543,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.66,9.17,NULL,5,NULL,NULL,NULL,NULL,52:53.1,
PLUS,STOCK,CS,Open1,0,NULL,NULL,NULL,0.06,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2.01,61.75,NULL,1.519999981,NULL,NULL,NULL,NULL,52:55.3,
PM,STOCK,CS,Open1,0,NULL,NULL,NULL,1.07584,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3.03,9.11,NULL,10,NULL,NULL,NULL,NULL,52:57.5,
PMC,STOCK,CS,Open1,0,NULL,NULL,NULL,0.151,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.57,6.81,NULL,0.349999994,NULL,NULL,NULL,NULL,52:59.7,
PMTA,STOCK,CS,Open1,0,NULL,NULL,NULL,1.49,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.54,6.05,NULL,11.10999966,NULL,NULL,NULL,NULL,53:01.9,
POLY,STOCK,CS,Open1,0,NULL,NULL,NULL,0.47576,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2.43,14.71,NULL,6.429999828,NULL,NULL,NULL,NULL,53:04.1,
POPF,STOCK,CS,Open1,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.56,NULL,NULL,14.47999954,NULL,NULL,NULL,NULL,53:06.4,
PORT,STOCK,CS,Open1,0,NULL,NULL,NULL,0.02241,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.44,43.11,NULL,0,NULL,NULL,NULL,NULL,53:08.6,
PPM,STOCK,CS,Open1,0,NULL,NULL,NULL,0.2837,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.58,5.71,NULL,3.089999914,NULL,NULL,NULL,NULL,53:10.8,
PPP,STOCK,CS,Open1,0,NULL,NULL,NULL,-0.116,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.45,0,NULL,0,NULL,NULL,NULL,NULL,53:13.1,
PPPM,STOCK,CS,Open1,0,NULL,NULL,NULL,-0.328,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.71,0,NULL,0,NULL,NULL,NULL,NULL,53:15.3,
PPS,STOCK,CS,Open1,0,NULL,NULL,NULL,-0.01649,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.52,0,NULL,0,NULL,NULL,NULL,NULL,53:17.5,
PQS,STOCK,CS,Open1,0,NULL,NULL,NULL,0.36,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.74,6.73,NULL,6.199999809,NULL,NULL,NULL,NULL,53:19.8,
PR9,STOCK,CS,Open1,0,NULL,NULL,NULL,0.90637,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3.02,23.06,NULL,1.909999967,NULL,NULL,NULL,NULL,53:22.0,
PRAKIT,STOCK,CS,Open1,0,NULL,NULL,NULL,-1.35411,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.82,0,NULL,6.25,NULL,NULL,NULL,NULL,53:24.2,
PRAPAT,STOCK,CS,Open1,0,NULL,NULL,NULL,0.13594,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.82,8.98,NULL,2.589999914,NULL,NULL,NULL,NULL,53:26.4,
PREB,STOCK,CS,Open1,0,NULL,NULL,NULL,0.42991,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.46,8.79,NULL,5.289999962,NULL,NULL,NULL,NULL,53:28.7,
