symbol,instrument_type,security_type,market_status,total_volume,aum_size,average,change,eps,exchange,exercise_price,exercise_ratio,high,implied_volatility,inav,intrinsic_value,last,last_trading_date,low,maturity_date,moneyness,pbv,pe,percent_change,percent_yield,theoretical,to_last_trade,underlying,underlying_price,updated_at,shares_outstanding
DPAINT,STOCK,CS,Open1,0,NULL,NULL,NULL,-0.71757,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.37,0,NULL,0,NULL,NULL,NULL,NULL,34:31.9,
DREIT,STOCK,CS,Open1,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.6,NULL,NULL,8.399999619,NULL,NULL,NULL,NULL,34:34.1,
DRT,STOCK,CS,Open1,100,NULL,7.2,-0.05,0.59,NULL,NULL,NULL,7.2,NULL,NULL,NULL,7.2,NULL,7.2,NULL,NULL,2.34,12.16,-0.69,6.940000057,NULL,NULL,NULL,NULL,34:36.3,
DTCENT,STOCK,CS,Open1,0,NULL,NULL,NULL,0.09,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.78,10.55,NULL,6.519999981,NULL,NULL,NULL,NULL,34:38.6,
DTCI,STOCK,CS,Open1,0,NULL,NULL,NULL,-0.31987,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.84,0,NULL,0,NULL,NULL,NULL,NULL,34:40.7,
DUSIT,STOCK,CS,Open1,0,NULL,NULL,NULL,-0.42,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.04,0,NULL,0,NULL,NULL,NULL,NULL,34:42.9,
DV8,STOCK,CS,Open1,0,NULL,NULL,NULL,0.0026,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.64,142.53,NULL,0,NULL,NULL,NULL,NULL,34:45.0,
EA,STOCK,CS,Open1,0,NULL,NULL,NULL,-1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.48,0,NULL,0,NULL,NULL,NULL,NULL,34:47.3,
EASON,STOCK,CS,Open1,0,NULL,NULL,NULL,0.1127,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.65,9.23,NULL,5.769999981,NULL,NULL,NULL,NULL,34:49.5,
EASTW,STOCK,CS,Open1,0,NULL,NULL,NULL,0.0262,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.29,72.11,NULL,0.99000001,NULL,NULL,NULL,NULL,34:51.6,
ECF,STOCK,CS,Open1,0,NULL,NULL,NULL,-0.2411,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.19,0,NULL,0,NULL,NULL,NULL,NULL,34:53.8,
EE,STOCK,CS,Open1,0,NULL,NULL,NULL,-0.01901,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7.07,0,NULL,0,NULL,NULL,NULL,NULL,34:58.1,
EFORL,STOCK,CS,Open1,0,NULL,NULL,NULL,0.00493,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.76,48.73,NULL,0,NULL,NULL,NULL,NULL,35:00.3,
EGATIF,STOCK,CS,Open1,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.74,NULL,NULL,5.829999924,NULL,NULL,NULL,NULL,35:02.6,
EGCO,STOCK,CS,Open1,0,NULL,NULL,NULL,10.28,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.5,9.58,NULL,6.599999905,NULL,NULL,NULL,NULL,35:04.8,
EKH,STOCK,CS,Open1,0,NULL,NULL,NULL,0.365,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2.02,19.31,NULL,8.239999771,NULL,NULL,NULL,NULL,35:10.0,
EMC,STOCK,CS,Open1,0,NULL,NULL,NULL,-0.00468,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.67,0,NULL,0,NULL,NULL,NULL,NULL,35:12.2,
EP,STOCK,CS,Open1,0,NULL,NULL,NULL,-0.8846,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.42,0,NULL,0,NULL,NULL,NULL,NULL,35:14.4,
EPG,STOCK,CS,Open1,0,NULL,NULL,NULL,0.19567,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.73,12.85,NULL,6.829999924,NULL,NULL,NULL,NULL,35:16.6,
ERW,STOCK,CS,Open1,0,NULL,NULL,NULL,0.2713,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.77,12.06,NULL,2.849999905,NULL,NULL,NULL,NULL,35:18.7,
ESTAR,STOCK,CS,Open1,0,NULL,NULL,NULL,0.00679,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.18,26.51,NULL,5.559999943,NULL,NULL,NULL,NULL,35:20.9,
ETC,STOCK,CS,Open1,0,NULL,NULL,NULL,0.04169,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.99,31.66,NULL,0,NULL,NULL,NULL,NULL,35:23.1,
ETE,STOCK,CS,Open1,0,NULL,NULL,NULL,0.0238,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.42,30.25,NULL,0,NULL,NULL,NULL,NULL,35:25.3,
ETL,STOCK,CS,Open1,0,NULL,NULL,NULL,-0.05,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.42,0,NULL,0,NULL,NULL,NULL,NULL,35:27.4,
EURO,STOCK,CS,Open1,0,NULL,NULL,NULL,0.42,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.5,10.5,NULL,5.090000153,NULL,NULL,NULL,NULL,35:29.6,
EVER,STOCK,CS,Open1,0,NULL,NULL,NULL,-0.06977,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.19,0,NULL,0,NULL,NULL,NULL,NULL,35:31.8,
F&D,STOCK,CS,Open1,0,NULL,NULL,NULL,4.57,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.49,8.74,NULL,6.25,NULL,NULL,NULL,NULL,35:34.0,
FANCY,STOCK,CS,Open1,0,NULL,NULL,NULL,0.02241,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.24,14.73,NULL,0,NULL,NULL,NULL,NULL,35:36.2,
FE,STOCK,CS,Open1,0,NULL,NULL,NULL,18,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.99,10.5,NULL,6.349999905,NULL,NULL,NULL,NULL,35:38.3,
FLOYD,STOCK,CS,Open1,0,NULL,NULL,NULL,0.105,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.71,7.62,NULL,10,NULL,NULL,NULL,NULL,35:40.5,
FM,STOCK,CS,Open1,0,NULL,NULL,NULL,0.79811,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.14,5.49,NULL,8.970000267,NULL,NULL,NULL,NULL,35:42.7,
FMT,STOCK,CS,Open1,0,NULL,NULL,NULL,-0.75827,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.93,0,NULL,3.480000019,NULL,NULL,NULL,NULL,35:44.8,
FN,STOCK,CS,Open1,0,NULL,NULL,NULL,-0.08526,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.53,0,NULL,0,NULL,NULL,NULL,NULL,35:47.0,
FNS,STOCK,CS,Open1,0,NULL,NULL,NULL,-6.09,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.3,0,NULL,0,NULL,NULL,NULL,NULL,35:49.3,
FORTH,STOCK,CS,Open1,0,NULL,NULL,NULL,0.23659,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3.47,30.43,NULL,2.079999924,NULL,NULL,NULL,NULL,35:51.5,
FPI,STOCK,CS,Open1,0,NULL,NULL,NULL,0.18256,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.02,8.98,NULL,4.880000114,NULL,NULL,NULL,NULL,35:53.7,
FPT,STOCK,CS,Open1,0,NULL,NULL,NULL,0.14,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.41,10.49,NULL,4.730000019,NULL,NULL,NULL,NULL,35:55.9,
FSMART,STOCK,CS,Open1,0,NULL,NULL,NULL,0.57154,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3.3,9.89,NULL,4.070000172,NULL,NULL,NULL,NULL,35:58.0,
FSX,STOCK,CS,Open1,0,NULL,NULL,NULL,-0.09,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.36,0,NULL,0,NULL,NULL,NULL,NULL,36:00.2,
FTE,STOCK,CS,Open1,0,NULL,NULL,NULL,0.18,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.19,8.97,NULL,10.13000011,NULL,NULL,NULL,NULL,36:02.4,
FTI,STOCK,CS,Open1,0,NULL,NULL,NULL,0.08128,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.07,20.92,NULL,4.119999886,NULL,NULL,NULL,NULL,36:04.6,
FTREIT,STOCK,CS,Open1,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.92,NULL,NULL,7.480000019,NULL,NULL,NULL,NULL,36:06.7,
FUTURERT,STOCK,CS,Open1,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.95,NULL,NULL,2.50999999,NULL,NULL,NULL,NULL,36:09.0,
FVC,STOCK,CS,Open1,0,NULL,NULL,NULL,0.034,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.37,11.19,NULL,2.599999905,NULL,NULL,NULL,NULL,36:11.2,
GABLE,STOCK,CS,Open1,0,NULL,NULL,NULL,0.33789,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.99,9.23,NULL,8.659999847,NULL,NULL,NULL,NULL,36:13.4,
GAHREIT,STOCK,CS,Open1,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.58,NULL,NULL,10,NULL,NULL,NULL,NULL,36:15.6,
GBX,STOCK,CS,Open1,0,NULL,NULL,NULL,-0.05005,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.44,0,NULL,5.050000191,NULL,NULL,NULL,NULL,36:17.8,
GC,STOCK,CS,Open1,0,NULL,NULL,NULL,0.4334,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3.44,11.54,NULL,8,NULL,NULL,NULL,NULL,36:19.9,
GCAP,STOCK,CS,Open1,0,NULL,NULL,NULL,-0.027,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.25,0,NULL,0,NULL,NULL,NULL,NULL,36:22.1,
GEL,STOCK,CS,Open1,0,NULL,NULL,NULL,-0.05507,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.12,0,NULL,0,NULL,NULL,NULL,NULL,36:24.3,
GENCO,STOCK,CS,Open1,0,NULL,NULL,NULL,-0.11216,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.27,0,NULL,0,NULL,NULL,NULL,NULL,36:26.6,
GFC,STOCK,CS,Open1,0,NULL,NULL,NULL,0.33412,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.85,14.73,NULL,5.079999924,NULL,NULL,NULL,NULL,36:28.8,
GFPT,STOCK,CS,Open1,0,NULL,NULL,NULL,1.57424,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.53,5.21,NULL,2.440000057,NULL,NULL,NULL,NULL,36:31.0,
GGC,STOCK,CS,Open1,0,NULL,NULL,NULL,-0.25881,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.41,0,NULL,2.630000114,NULL,NULL,NULL,NULL,36:33.2,
GJS,STOCK,CS,Open1,0,NULL,NULL,NULL,-0.03997,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.32,0,NULL,0,NULL,NULL,NULL,NULL,36:35.4,
GL,STOCK,CS,Suspend,0,NULL,NULL,NULL,-0.81214,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,36:37.5,
GLAND,STOCK,CS,Open1,0,NULL,NULL,NULL,0.065,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.42,16.06,NULL,2.400000095,NULL,NULL,NULL,NULL,36:39.7,
GLOBAL,STOCK,CS,Open1,0,NULL,NULL,NULL,0.45695,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.52,15.79,NULL,2.549999952,NULL,NULL,NULL,NULL,36:41.9,
GLOCON,STOCK,CS,Open1,0,NULL,NULL,NULL,-0.10693,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.11,0,NULL,0,NULL,NULL,NULL,NULL,36:44.0,
GLORY,STOCK,CS,Open1,0,NULL,NULL,NULL,-0.25066,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.21,0,NULL,0,NULL,NULL,NULL,NULL,36:46.2,
GPI,STOCK,CS,Open1,0,NULL,NULL,NULL,0.18079,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.3,8.96,NULL,10.48999977,NULL,NULL,NULL,NULL,36:48.4,
GPSC,STOCK,CS,Open1,2000,NULL,29.75,-0.75,1.44,NULL,NULL,NULL,29.75,NULL,NULL,NULL,29.75,NULL,29.75,NULL,NULL,0.79,20.82,-2.46,3,NULL,NULL,NULL,NULL,36:50.5,
GRAMMY,STOCK,CS,Open1,0,NULL,NULL,NULL,0.24,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.93,20.88,NULL,0,NULL,NULL,NULL,NULL,36:52.7,
GRAND,STOCK,CS,Open1,0,NULL,NULL,NULL,-0.072,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.21,0,NULL,0,NULL,NULL,NULL,NULL,36:54.9,
GREEN,STOCK,CS,Open1,0,NULL,NULL,NULL,0.008,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.81,101.27,NULL,0,NULL,NULL,NULL,NULL,36:57.1,
GROREIT,STOCK,CS,Open1,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.76,NULL,NULL,6.630000114,NULL,NULL,NULL,NULL,36:59.3,
GSTEEL,STOCK,CS,Suspend,0,NULL,NULL,NULL,-0.06068,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,37:01.5,
GTB,STOCK,CS,Open1,0,NULL,NULL,NULL,0.081,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.86,9.26,NULL,6.670000076,NULL,NULL,NULL,NULL,37:03.7,
GTV,STOCK,CS,Open1,0,NULL,NULL,NULL,-0.01066,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.45,0,NULL,0,NULL,NULL,NULL,NULL,37:05.9,
GULF,STOCK,CS,Open1,12200,NULL,60,10.75,1.55,NULL,NULL,NULL,60,NULL,NULL,NULL,60,NULL,60,NULL,NULL,4.39,30.03,21.83,2.170000076,NULL,NULL,NULL,NULL,37:08.1,
GUNKUL,STOCK,CS,Open1,0,NULL,NULL,NULL,0.19,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.02,8.49,NULL,4.880000114,NULL,NULL,NULL,NULL,37:10.2,
GVREIT,STOCK,CS,Open1,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.6,NULL,NULL,12.18000031,NULL,NULL,NULL,NULL,37:12.4,
GYT,STOCK,CS,Open1,0,NULL,NULL,NULL,20.90405,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.34,8.32,NULL,4.25,NULL,NULL,NULL,NULL,37:14.6,
HANA,STOCK,CS,Open1,0,NULL,NULL,NULL,-0.71572,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.56,0,NULL,4.409999847,NULL,NULL,NULL,NULL,37:16.7,
HARN,STOCK,CS,Open1,0,NULL,NULL,NULL,0.14987,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.89,14.01,NULL,5.710000038,NULL,NULL,NULL,NULL,37:18.9,
HEALTH,STOCK,CS,Open1,0,NULL,NULL,NULL,-1.16836,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.5,0,NULL,0,NULL,NULL,NULL,NULL,37:21.1,
HENG,STOCK,CS,Open1,0,NULL,NULL,NULL,0.01916,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.78,55.86,NULL,4.909999847,NULL,NULL,NULL,NULL,37:23.3,
HFT,STOCK,CS,Open1,0,NULL,NULL,NULL,0.57,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.73,7.09,NULL,6.96999979,NULL,NULL,NULL,NULL,37:25.5,
HL,STOCK,CS,Open1,0,NULL,NULL,NULL,0.28774,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.93,24.85,NULL,2.380000114,NULL,NULL,NULL,NULL,37:27.6,
HMPRO,STOCK,CS,Open1,10000,NULL,10,1.95,0.49282,NULL,NULL,NULL,10,NULL,NULL,NULL,10,NULL,10,NULL,NULL,3.8,15.67,24.22,5.550000191,NULL,NULL,NULL,NULL,37:29.8,
HPF,STOCK,CS,Open1,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.51,NULL,NULL,11.27000046,NULL,NULL,NULL,NULL,37:32.0,
HPT,STOCK,CS,Open1,0,NULL,NULL,NULL,0.0452,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.77,8.63,NULL,5.71999979,NULL,NULL,NULL,NULL,37:34.2,
HTC,STOCK,CS,Open1,0,NULL,NULL,NULL,1.49708,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.6,10.96,NULL,6.400000095,NULL,NULL,NULL,NULL,37:36.4,
HTECH,STOCK,CS,Open1,0,NULL,NULL,NULL,0.37875,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.67,7.87,NULL,5.369999886,NULL,NULL,NULL,NULL,37:38.5,
HUMAN,STOCK,CS,Open1,0,NULL,NULL,NULL,0.4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,21.44,NULL,3.529999971,NULL,NULL,NULL,NULL,37:40.7,
HYDRO,STOCK,CS,Open1,0,NULL,NULL,NULL,-0.47992,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,11.01,0,NULL,0,NULL,NULL,NULL,NULL,37:42.9,
HYDROGEN,STOCK,CS,Open1,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.03,NULL,NULL,2.460000038,NULL,NULL,NULL,NULL,37:45.1,
I2,STOCK,CS,Open1,0,NULL,NULL,NULL,0.14081,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.68,7.46,NULL,6.670000076,NULL,NULL,NULL,NULL,37:47.2,
ICC,STOCK,CS,Open1,0,NULL,NULL,NULL,2.69302,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.41,12.16,NULL,1.919999957,NULL,NULL,NULL,NULL,44:17.8,
ICHI,STOCK,CS,Open1,0,NULL,NULL,NULL,0.99796,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2.82,12.34,NULL,8.869999886,NULL,NULL,NULL,NULL,44:20.3,
ICN,STOCK,CS,Open1,0,NULL,NULL,NULL,0.22,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.46,8.75,NULL,10.35999966,NULL,NULL,NULL,NULL,44:22.6,
IFS,STOCK,CS,Open1,0,NULL,NULL,NULL,0.27763,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.63,8.36,NULL,6.380000114,NULL,NULL,NULL,NULL,44:24.8,
IHL,STOCK,CS,Open1,0,NULL,NULL,NULL,0.09662,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.55,15.83,NULL,5.230000019,NULL,NULL,NULL,NULL,44:28.0,
IIG,STOCK,CS,Open1,0,NULL,NULL,NULL,-0.45,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.66,0,NULL,0,NULL,NULL,NULL,NULL,44:30.2,
III,STOCK,CS,Open1,0,NULL,NULL,NULL,0.5639,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.96,8.5,NULL,6.679999828,NULL,NULL,NULL,NULL,44:32.3,
ILINK,STOCK,CS,Open1,0,NULL,NULL,NULL,1.041,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.72,5.68,NULL,7.119999886,NULL,NULL,NULL,NULL,44:34.5,
ILM,STOCK,CS,Open1,0,NULL,NULL,NULL,1.47593,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.16,9.62,NULL,7.039999962,NULL,NULL,NULL,NULL,44:36.7,
IMH,STOCK,CS,Open1,0,NULL,NULL,NULL,-0.35,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.21,0,NULL,0,NULL,NULL,NULL,NULL,44:38.9,
IMPACT,STOCK,CS,Open1,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.89,NULL,NULL,5.449999809,NULL,NULL,NULL,NULL,44:41.1,
IND,STOCK,CS,Open1,0,NULL,NULL,NULL,0.1654,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.64,5.2,NULL,7.699999809,NULL,NULL,NULL,NULL,44:43.2,
INET,STOCK,CS,Open1,0,NULL,NULL,NULL,0.75,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.85,7.53,NULL,2.450000048,NULL,NULL,NULL,NULL,44:45.6,
INETREIT,STOCK,CS,Open1,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.76,NULL,NULL,9.359999657,NULL,NULL,NULL,NULL,44:47.7,
INGRS,STOCK,CS,Open1,0,NULL,NULL,NULL,0.03276,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.32,63.25,NULL,0,NULL,NULL,NULL,NULL,44:49.9,
INOX,STOCK,CS,Open1,0,NULL,NULL,NULL,0.045,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.35,9.33,NULL,5.480000019,NULL,NULL,NULL,NULL,44:52.1,
INSET,STOCK,CS,Open1,0,NULL,NULL,NULL,0.1094,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.15,18.46,NULL,3.960000038,NULL,NULL,NULL,NULL,44:54.3,
INSURE,STOCK,CS,Open1,0,NULL,NULL,NULL,17.3454,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.72,5.78,NULL,10.84000015,NULL,NULL,NULL,NULL,44:56.5,
INTUCH,STOCK,CS,Open1,0,NULL,NULL,NULL,4.2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5.92,18.15,NULL,11.19999981,NULL,NULL,NULL,NULL,44:58.7,
IP,STOCK,CS,Open1,0,NULL,NULL,NULL,0.06158,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.16,60.41,NULL,0,NULL,NULL,NULL,NULL,45:01.0,
IRC,STOCK,CS,Open1,0,NULL,NULL,NULL,0.17257,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.53,7.54,NULL,7.550000191,NULL,NULL,NULL,NULL,45:03.2,
IRCP,STOCK,CS,Open1,0,NULL,NULL,NULL,0.03,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.4,12.41,NULL,0,NULL,NULL,NULL,NULL,45:05.3,
IROYAL,STOCK,CS,Open1,0,NULL,NULL,NULL,0.33,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.55,12.99,NULL,0,NULL,NULL,NULL,NULL,45:07.5,
IRPC,STOCK,CS,Open1,0,NULL,NULL,NULL,-0.25443,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.27,0,NULL,1.090000033,NULL,NULL,NULL,NULL,45:09.7,
ISSARA,STOCK,CS,Open1,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.62,NULL,NULL,0,NULL,NULL,NULL,NULL,45:11.9,
